IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Rand
0,10,2016,September,40,30,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,2,No Deposit     ,240,       NULL,0,Transient,151,1,1,Check-Out,2016-10-02,2092
0,75,2016,March,13,24,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,79.2,0,1,Check-Out,2016-03-27,2153
0,7,2016,September,38,11,2,2,2,0,0,BB       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,126,1,2,Check-Out,2016-09-15,2215
0,72,2015,August,33,9,2,5,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,149,       NULL,0,Transient,133,1,2,Check-Out,2015-08-16,2253
1,120,2016,May,20,14,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,73,0,3,Canceled,2016-02-12,2386
1,36,2016,June,25,12,2,0,2,2,0,BB       ,ESP,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,189,0,0,Canceled,2016-05-08,2420
1,135,2016,August,34,15,1,4,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,246,0,0,Canceled,2016-04-02,2471
0,7,2016,September,37,9,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,240,       NULL,0,Transient,172.67,1,1,Check-Out,2016-09-12,2471
0,182,2017,July,29,17,2,5,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,3,No Deposit     ,240,       NULL,0,Transient,152.15,0,1,Check-Out,2017-07-24,2496
0,46,2017,February,8,25,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,58,0,2,Check-Out,2017-02-28,2531
0,164,2016,August,33,11,4,9,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,1,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,178.15,1,2,Check-Out,2016-08-24,2570
1,199,2016,August,32,6,2,1,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,262,0,0,Canceled,2016-01-25,2576
0,112,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,134,       NULL,0,Transient-Party,70,0,0,Check-Out,2016-02-14,2584
0,0,2015,November,48,27,0,2,1,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,40,0,1,Check-Out,2015-11-29,2626
0,170,2017,May,22,28,2,2,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,410,       NULL,0,Transient,55.5,0,1,Check-Out,2017-06-01,2649
1,103,2016,February,7,9,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,332,       NULL,0,Transient-Party,50,0,0,Canceled,2016-01-16,2709
0,81,2016,July,31,29,2,4,3,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,265.83,0,0,Check-Out,2016-08-04,2797
1,19,2015,November,45,7,0,1,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,15,       NULL,0,Transient,32.62,0,1,Canceled,2015-11-04,2889
1,304,2017,June,23,8,2,3,1,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,298,       NULL,0,Transient,74,0,0,Canceled,2017-04-05,2907
1,156,2016,September,36,2,2,5,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,171,       NULL,0,Transient,98,0,0,Canceled,2016-06-30,2924
0,99,2016,April,18,27,2,7,2,0,0,HB       ,NLD,Groups,TA/TO,0,0,0,A               ,I               ,9,No Deposit     ,95,       NULL,0,Transient-Party,71.89,0,0,Check-Out,2016-05-06,2950
0,335,2017,June,25,21,4,10,2,0,0,BB       ,PRT,Direct,TA/TO,1,0,1,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,92,0,2,Check-Out,2017-07-05,2969
0,39,2016,August,35,21,3,5,2,0,0,HB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,270.38,0,2,Check-Out,2016-08-29,2987
0,81,2016,March,11,9,0,3,3,0,0,HB       ,GBR,Groups,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,115,       NULL,0,Transient-Party,86.55,0,0,Check-Out,2016-03-12,3017
0,62,2016,June,23,2,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient-Party,128,0,0,Check-Out,2016-06-03,3043
0,206,2016,April,17,21,0,3,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,240,       NULL,0,Transient-Party,52.98,1,2,Check-Out,2016-04-24,3044
1,321,2017,June,23,5,2,5,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient,74.25,0,1,Canceled,2017-04-04,3048
0,226,2017,March,12,25,2,2,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient-Party,30.24,0,1,Check-Out,2017-03-29,3097
0,7,2015,October,43,24,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,58,1,2,Check-Out,2015-10-25,3111
0,15,2015,July,29,17,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,120.6,0,1,Check-Out,2015-07-19,3129
0,29,2016,May,19,2,1,2,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,95,0,1,Check-Out,2016-05-05,3134
0,148,2017,March,10,11,2,5,2,0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,177,       NULL,60,Transient-Party,34,0,0,Check-Out,2017-03-18,3149
0,19,2017,January,5,29,4,7,1,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,F               ,0,No Deposit     ,314,       NULL,0,Transient-Party,64.4,0,0,Check-Out,2017-02-09,3190
0,93,2015,October,43,23,2,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,241,       NULL,0,Transient,34.65,0,1,Check-Out,2015-10-27,3201
0,160,2016,August,35,27,2,5,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient,113.91,0,0,Check-Out,2016-09-03,3202
