IsCanceled,LeadTime,Meal,Country,MarketSegment,DistributionChannel,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,CustomerType,RequiredCarParkingSpaces
0,0,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Group,0
1,144,BB       ,PRT,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,310,HB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,55,BB       ,PRT,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
1,221,HB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,55,BB       ,PRT,Corporate,Corporate,D               ,D               ,0,No Deposit     ,Transient,0
1,157,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,49,HB       ,GBR,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,4,BB       ,PRT,Online TA,TA/TO,C               ,C               ,0,No Deposit     ,Transient,0
1,103,HB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,171,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
0,230,BB       ,CN,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,43,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,GBR,Online TA,TA/TO,A               ,E               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
0,4,BB       ,PRT,Corporate,Corporate,A               ,D               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Corporate,Corporate,A               ,A               ,1,No Deposit     ,Transient-Party,0
1,227,BB       ,CHE,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,48,BB       ,BRA,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,260,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,Non Refund     ,Transient,0
1,32,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,203,BB       ,GBR,Groups,TA/TO,D               ,D               ,1,No Deposit     ,Transient-Party,0
1,20,BB       ,PRT,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
1,149,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,3,BB       ,IRL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,12,BB       ,ESP,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,158,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,117,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,189,HB       ,ESP,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient-Party,0
0,2,BB       ,USA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
0,0,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,1
0,177,HB       ,PRT,Direct,Direct,A               ,A               ,1,No Deposit     ,Transient,0
0,21,BB       ,GBR,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,3,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,15,HB       ,ESP,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,1
0,51,BB       ,POL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,17,BB       ,ESP,Online TA,TA/TO,C               ,C               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,18,BB       ,GBR,Direct,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
0,57,FB       ,PRT,Groups,Direct,A               ,D               ,0,No Deposit     ,Transient,0
0,41,HB       ,ITA,Online TA,TA/TO,A               ,C               ,0,No Deposit     ,Transient,0
0,114,BB       ,BEL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,2,BB       ,PRT,Groups,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,0,BB       ,ESP,Direct,Direct,A               ,E               ,0,No Deposit     ,Transient,0
0,16,BB       ,NULL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,3,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,143,HB       ,CN,Groups,TA/TO,E               ,E               ,0,No Deposit     ,Transient-Party,0
1,23,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,52,BB       ,FRA,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,153,BB       ,PRT,Groups,Direct,A               ,A               ,0,No Deposit     ,Transient,0
1,172,BB       ,BEL,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,157,HB       ,PRT,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,226,BB       ,IRL,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Contract,0
0,143,BB       ,SWE,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
1,56,BB       ,MAR,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,26,HB       ,ESP,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,38,BB       ,PRT,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,0
0,102,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,383,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,46,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,94,HB       ,FRA,Direct,Direct,D               ,D               ,1,No Deposit     ,Transient,0
0,175,BB       ,IRL,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,153,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Offline TA/TO,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
1,177,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,212,HB       ,PRT,Groups,Direct,A               ,A               ,0,Non Refund     ,Transient,0
1,0,BB       ,PRT,Online TA,TA/TO,E               ,F               ,0,Non Refund     ,Transient,0
0,16,BB       ,MAR,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
0,0,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,84,BB       ,ITA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,252,BB       ,GBR,Groups,TA/TO,D               ,D               ,2,No Deposit     ,Transient-Party,0
0,0,BB       ,PRT,Direct,Direct,A               ,A               ,1,No Deposit     ,Transient,0
0,0,BB       ,DEU,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
1,12,Undefined,PRT,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,170,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,2,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,227,BB       ,PRT,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,8,BB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
1,277,HB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,4,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,1
0,78,BB       ,PRT,Corporate,Corporate,A               ,E               ,0,No Deposit     ,Transient-Party,0
0,0,BB       ,PRT,Direct,Direct,A               ,E               ,0,No Deposit     ,Transient,0
0,81,BB       ,IRL,Offline TA/TO,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
1,0,BB       ,AGO,Direct,Direct,G               ,G               ,0,No Deposit     ,Transient,0
0,167,BB       ,BEL,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,8,BB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,1
1,44,HB       ,PRT,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,0
0,386,BB       ,GBR,Groups,Corporate,A               ,D               ,1,No Deposit     ,Transient-Party,0
1,46,BB       ,IRL,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,0,BB       ,ESP,Direct,TA/TO,A               ,G               ,0,No Deposit     ,Transient,1
1,1,BB       ,PRT,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,18,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,1
1,100,HB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,66,HB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,1,BB       ,ITA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,105,HB       ,GBR,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,183,BB       ,IRL,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,98,BB       ,DEU,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
0,4,BB       ,PRT,Corporate,Corporate,A               ,D               ,0,No Deposit     ,Transient,1
0,3,BB       ,PRT,Corporate,Corporate,A               ,A               ,1,No Deposit     ,Transient,0
1,185,Undefined,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,USA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
1,19,BB       ,PRT,Online TA,TA/TO,H               ,H               ,0,No Deposit     ,Transient,0
0,14,BB       ,PRT,Corporate,Corporate,A               ,D               ,0,No Deposit     ,Transient,0
1,163,HB       ,CN,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,39,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,1
1,139,BB       ,IRL,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,201,BB       ,USA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,8,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient,0
1,46,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,48,FB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,108,BB       ,CN,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,75,BB       ,IRL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
1,173,BB       ,IRL,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,6,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
1,163,BB       ,PRT,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
1,0,BB       ,ESP,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,0,HB       ,ESP,Online TA,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
0,49,HB       ,USA,Offline TA/TO,TA/TO,E               ,F               ,0,No Deposit     ,Transient,1
1,73,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,166,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Group,0
0,1,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,25,HB       ,ESP,Direct,Direct,F               ,F               ,1,No Deposit     ,Transient,0
0,10,BB       ,ESP,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,2,BB       ,PRT,Corporate,Corporate,A               ,E               ,0,No Deposit     ,Transient,0
1,142,BB       ,ESP,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,212,HB       ,PRT,Groups,Direct,A               ,A               ,0,Non Refund     ,Transient,0
0,8,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,332,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,38,BB       ,USA,Online TA,TA/TO,G               ,G               ,1,No Deposit     ,Transient,0
1,63,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,89,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,81,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,15,BB       ,PRT,Offline TA/TO,TA/TO,A               ,D               ,0,No Deposit     ,Transient,1
0,165,BB       ,GBR,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
1,195,HB       ,PRT,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,0
0,43,HB       ,PRT,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,1,BB       ,ESP,Online TA,TA/TO,A               ,B               ,0,No Deposit     ,Transient,0
0,96,BB       ,DEU,Groups,TA/TO,A               ,A               ,1,No Deposit     ,Transient-Party,0
0,245,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,6,BB       ,PRT,Offline TA/TO,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
0,47,BB       ,NLD,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,36,BB       ,IRL,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,0
0,29,BB       ,IRL,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,46,BB       ,IRL,Offline TA/TO,TA/TO,D               ,E               ,0,No Deposit     ,Transient,0
0,61,BB       ,CN,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,1
0,1,BB       ,PRT,Corporate,Corporate,A               ,D               ,0,No Deposit     ,Transient,1
0,38,BB       ,ESP,Online TA,TA/TO,A               ,F               ,0,No Deposit     ,Transient,0
0,8,BB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
0,27,BB       ,FRA,Online TA,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
0,0,BB       ,GBR,Direct,Direct,F               ,F               ,1,No Deposit     ,Transient,1
1,61,HB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,280,HB       ,ESP,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,5,BB       ,PRT,Online TA,TA/TO,E               ,E               ,2,No Deposit     ,Transient,1
1,107,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,132,BB       ,DEU,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
0,15,HB       ,FRA,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,1
0,14,Undefined,ESP,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,14,HB       ,ESP,Online TA,TA/TO,A               ,E               ,0,No Deposit     ,Transient,0
1,205,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,255,HB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Contract,0
0,0,BB       ,FRA,Direct,Direct,A               ,E               ,1,No Deposit     ,Transient,1
0,34,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,21,BB       ,PRT,Online TA,TA/TO,D               ,I               ,0,No Deposit     ,Transient,0
0,4,BB       ,CUB,Online TA,TA/TO,A               ,E               ,0,No Deposit     ,Transient,0
1,312,HB       ,PRT,Groups,TA/TO,E               ,E               ,1,No Deposit     ,Transient-Party,0
0,259,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,4,No Deposit     ,Transient,0
1,31,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,100,HB       ,PRT,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,1
0,59,BB       ,PRT,Corporate,Corporate,A               ,A               ,3,No Deposit     ,Transient,0
0,4,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,26,BB       ,NLD,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,36,BB       ,AUT,Corporate,Corporate,A               ,A               ,1,No Deposit     ,Transient-Party,0
1,128,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,207,HB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,315,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
1,83,BB       ,PRT,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,4,BB       ,FRA,Online TA,TA/TO,E               ,F               ,0,No Deposit     ,Transient,0
0,26,BB       ,PRT,Direct,Direct,E               ,E               ,1,No Deposit     ,Transient,0
0,0,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,20,BB       ,PRT,Online TA,TA/TO,C               ,D               ,0,No Deposit     ,Transient,0
0,183,HB       ,DEU,Groups,TA/TO,A               ,A               ,1,No Deposit     ,Transient-Party,0
0,152,BB       ,CN,Offline TA/TO,TA/TO,A               ,C               ,1,No Deposit     ,Transient,0
1,24,BB       ,GBR,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,122,HB       ,PRT,Online TA,TA/TO,E               ,F               ,0,No Deposit     ,Transient,0
0,232,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,316,BB       ,EST,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,41,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,104,BB       ,PRT,Offline TA/TO,TA/TO,D               ,G               ,6,No Deposit     ,Transient-Party,0
1,47,BB       ,PRT,Corporate,Corporate,E               ,E               ,0,No Deposit     ,Transient,0
0,128,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,169,BB       ,BRA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Offline TA/TO,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,4,BB       ,PRT,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,80,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient,0
0,90,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
1,252,BB       ,FRA,Online TA,TA/TO,E               ,E               ,1,No Deposit     ,Transient,0
0,33,HB       ,ESP,Online TA,TA/TO,E               ,E               ,1,No Deposit     ,Transient-Party,1
0,0,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient,1
0,27,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Contract,0
1,40,BB       ,BEL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
0,2,HB       ,GBR,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,0
1,247,FB       ,ESP,Groups,TA/TO,A               ,A               ,0,Non Refund     ,Transient,0
0,140,BB       ,ITA,Online TA,TA/TO,A               ,C               ,0,No Deposit     ,Transient-Party,0
0,88,BB       ,DEU,Offline TA/TO,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
1,79,HB       ,PRT,Direct,Direct,H               ,H               ,0,No Deposit     ,Transient,0
0,8,BB       ,GBR,Groups,Corporate,A               ,C               ,2,No Deposit     ,Transient-Party,0
1,259,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,3,BB       ,PRT,Offline TA/TO,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,119,BB       ,GBR,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,1
0,28,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,1
0,24,BB       ,ESP,Corporate,Corporate,A               ,A               ,2,No Deposit     ,Transient-Party,0
1,53,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,277,HB       ,GBR,Groups,Direct,A               ,A               ,0,Non Refund     ,Transient,0
0,130,BB       ,TWN,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,112,BB       ,CN,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,55,HB       ,PRT,Online TA,TA/TO,E               ,F               ,1,No Deposit     ,Transient,0
0,29,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient-Party,1
0,65,BB       ,FRA,Direct,Direct,F               ,F               ,0,No Deposit     ,Transient,0
1,32,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,31,BB       ,ROU,Offline TA/TO,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,1,BB       ,RUS,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,197,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,188,BB       ,NOR,Online TA,TA/TO,A               ,C               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,G               ,G               ,1,No Deposit     ,Transient,1
1,341,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,159,HB       ,SWE,Groups,Corporate,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,59,HB       ,ESP,Online TA,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
1,22,BB       ,PRT,Direct,Direct,A               ,A               ,2,No Deposit     ,Transient,0
0,184,BB       ,GBR,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Contract,0
0,0,BB       ,NLD,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,1
1,17,BB       ,PRT,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,9,HB       ,PRT,Direct,Direct,E               ,E               ,2,No Deposit     ,Transient,1
0,18,BB       ,CHE,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
1,350,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,Non Refund     ,Transient,0
0,38,BB       ,ESP,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Offline TA/TO,TA/TO,A               ,I               ,0,No Deposit     ,Transient,0
0,12,BB       ,BRA,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,0,BB       ,FIN,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
0,7,BB       ,PRT,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,1
0,107,BB       ,PRT,Online TA,TA/TO,A               ,A               ,2,No Deposit     ,Transient,0
0,3,BB       ,PRT,Direct,Direct,A               ,D               ,3,No Deposit     ,Transient,0
0,15,BB       ,ESP,Online TA,TA/TO,A               ,C               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient,0
0,171,BB       ,IRL,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient-Party,0
1,103,HB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,3,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,128,HB       ,PRT,Groups,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,0,BB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,240,BB       ,IRN,Online TA,TA/TO,A               ,A               ,3,No Deposit     ,Transient-Party,0
0,56,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Contract,0
0,134,BB       ,CN,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,122,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,222,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,140,HB       ,FRA,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,283,BB       ,GBR,Groups,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,4,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient,0
0,116,HB       ,ITA,Direct,Direct,D               ,D               ,1,No Deposit     ,Transient,0
0,28,BB       ,BRA,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
1,272,BB       ,FIN,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,112,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,2,BB       ,PRT,Online TA,Direct,G               ,G               ,0,No Deposit     ,Transient,1
1,16,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,13,BB       ,FRA,Offline TA/TO,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
0,211,BB       ,GBR,Offline TA/TO,TA/TO,A               ,C               ,0,No Deposit     ,Contract,0
0,134,BB       ,GBR,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,157,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,316,BB       ,CN,Online TA,TA/TO,E               ,E               ,1,No Deposit     ,Transient,0
1,100,BB       ,GBR,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,227,HB       ,PRT,Direct,Direct,G               ,G               ,0,No Deposit     ,Transient,0
1,383,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,28,BB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
0,93,BB       ,PRT,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,10,HB       ,PRT,Groups,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,26,HB       ,GBR,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
0,83,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
0,92,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,1
0,193,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,1,No Deposit     ,Contract,0
1,279,HB       ,IRL,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,248,BB       ,FRA,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,29,HB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,2,BB       ,PRT,Online TA,TA/TO,D               ,F               ,0,No Deposit     ,Transient,0
