IsCanceled,LeadTime,MarketSegment,DistributionChannel,CustomerType,RequiredCarParkingSpaces
0,287,Groups,Corporate,Transient-Party,0
0,287,Groups,Corporate,Transient-Party,0
0,287,Groups,Corporate,Transient-Party,1
0,287,Groups,Corporate,Transient-Party,0
0,236,Offline TA/TO,TA/TO,Transient,0
0,236,Offline TA/TO,TA/TO,Transient,0
0,287,Groups,Corporate,Transient-Party,0
0,286,Groups,Corporate,Transient-Party,0
0,286,Groups,Corporate,Transient-Party,0
0,3,Direct,Direct,Transient,0
0,286,Groups,Corporate,Transient-Party,0
0,287,Groups,Corporate,Transient-Party,1
0,286,Groups,Corporate,Transient-Party,0
0,286,Groups,Corporate,Transient-Party,0
0,16,Online TA,TA/TO,Transient,1
0,278,Offline TA/TO,TA/TO,Contract,0
0,1,Corporate,Corporate,Transient,0
1,3,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
1,3,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,285,Offline TA/TO,TA/TO,Contract,0
0,76,Online TA,TA/TO,Transient,0
0,92,Online TA,TA/TO,Transient,0
0,93,Direct,Direct,Transient,0
0,211,Direct,Direct,Transient,0
0,85,Online TA,TA/TO,Transient,0
0,0,Groups,Corporate,Transient,0
0,286,Groups,Corporate,Transient-Party,0
0,286,Groups,Corporate,Transient-Party,0
0,286,Groups,Corporate,Transient-Party,0
0,6,Online TA,TA/TO,Transient,1
0,7,Offline TA/TO,TA/TO,Transient-Party,0
0,285,Groups,Corporate,Transient-Party,0
0,7,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,139,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,286,Groups,Corporate,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,11,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,287,Groups,Corporate,Transient,0
0,287,Groups,Corporate,Transient,0
0,157,Online TA,TA/TO,Transient,0
0,4,Corporate,Corporate,Transient,0
0,4,Corporate,Corporate,Transient,0
0,2,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,7,Corporate,Corporate,Transient,0
0,21,Corporate,Corporate,Transient,0
0,30,Corporate,Corporate,Transient,0
0,5,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,8,Corporate,Corporate,Transient,0
1,0,Corporate,Corporate,Transient,0
0,20,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,9,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,11,Online TA,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,1
0,35,Online TA,TA/TO,Transient,0
0,9,Offline TA/TO,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,16,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,2,Corporate,Corporate,Transient,1
0,5,Corporate,Corporate,Transient,1
0,1,Corporate,Corporate,Transient,1
0,24,Corporate,Corporate,Transient,1
0,287,Groups,Corporate,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,1
0,101,Online TA,TA/TO,Transient,0
0,215,Offline TA/TO,TA/TO,Transient,0
0,223,Offline TA/TO,TA/TO,Contract,0
0,215,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,287,Groups,Corporate,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,292,Offline TA/TO,TA/TO,Transient-Party,0
0,34,Online TA,TA/TO,Transient,0
0,10,Online TA,TA/TO,Transient,1
0,8,Online TA,TA/TO,Transient,0
0,28,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,0
0,75,Online TA,TA/TO,Transient,0
0,36,Offline TA/TO,TA/TO,Transient,0
0,32,Online TA,TA/TO,Transient,0
0,287,Groups,Corporate,Transient-Party,0
0,24,Online TA,TA/TO,Transient,0
0,33,Online TA,TA/TO,Transient,0
0,48,Offline TA/TO,TA/TO,Contract,0
0,113,Offline TA/TO,TA/TO,Contract,0
0,113,Offline TA/TO,TA/TO,Contract,0
0,113,Offline TA/TO,TA/TO,Contract,0
0,5,Groups,Direct,Transient-Party,0
0,47,Groups,Direct,Transient-Party,0
0,47,Groups,Direct,Transient-Party,0
0,5,Groups,Direct,Transient-Party,0
0,1,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,43,Online TA,TA/TO,Transient,1
0,25,Online TA,TA/TO,Transient,0
0,91,Online TA,TA/TO,Transient,0
0,29,Offline TA/TO,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,1
0,7,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,0
0,86,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,121,Offline TA/TO,TA/TO,Transient,0
0,121,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,62,Offline TA/TO,TA/TO,Transient,0
0,55,Online TA,TA/TO,Transient,0
0,11,Complementary,TA/TO,Transient,0
0,62,Offline TA/TO,TA/TO,Transient,0
0,25,Online TA,TA/TO,Transient,0
0,44,Offline TA/TO,TA/TO,Contract,0
0,10,Direct,Direct,Transient,1
0,7,Direct,Direct,Transient,1
0,89,Offline TA/TO,TA/TO,Transient,1
0,29,Direct,Direct,Transient-Party,1
0,44,Offline TA/TO,TA/TO,Transient,0
0,44,Offline TA/TO,TA/TO,Transient,0
0,163,Online TA,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient-Party,0
0,163,Online TA,TA/TO,Transient-Party,0
0,51,Online TA,TA/TO,Transient,1
0,51,Online TA,TA/TO,Transient,0
0,51,Online TA,TA/TO,Transient,0
0,52,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,1
0,38,Direct,Direct,Transient,1
0,107,Online TA,TA/TO,Transient,0
0,105,Online TA,TA/TO,Transient,0
0,146,Online TA,TA/TO,Transient,0
0,146,Online TA,TA/TO,Transient,0
0,146,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,77,Offline TA/TO,TA/TO,Contract,0
0,146,Online TA,TA/TO,Transient,0
0,146,Online TA,TA/TO,Transient,0
0,108,Offline TA/TO,TA/TO,Contract,0
0,84,Online TA,TA/TO,Transient,0
0,36,Online TA,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Transient,1
0,3,Offline TA/TO,TA/TO,Transient,1
0,7,Online TA,TA/TO,Transient-Party,1
0,3,Online TA,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,1,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,1
0,4,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,4,Direct,Direct,Transient,0
0,0,Online TA,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient-Party,0
0,188,Offline TA/TO,TA/TO,Contract,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,0
0,48,Online TA,TA/TO,Transient,0
0,40,Offline TA/TO,TA/TO,Contract,0
0,122,Online TA,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,21,Online TA,TA/TO,Transient,0
0,5,Corporate,Corporate,Transient,0
0,5,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,5,Corporate,Corporate,Transient,0
0,7,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient-Party,1
0,43,Offline TA/TO,TA/TO,Transient,0
0,41,Direct,Direct,Transient-Party,0
0,5,Corporate,Corporate,Transient,1
1,33,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,101,Offline TA/TO,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
0,115,Offline TA/TO,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,38,Offline TA/TO,TA/TO,Transient,0
0,2,Direct,Direct,Transient,0
1,2,Direct,Direct,Transient,0
0,7,Direct,Direct,Transient,0
0,45,Offline TA/TO,TA/TO,Contract,0
0,121,Offline TA/TO,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient-Party,1
0,9,Direct,Direct,Transient,0
0,22,Offline TA/TO,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
1,289,Groups,TA/TO,Transient-Party,0
1,289,Groups,TA/TO,Transient-Party,0
0,14,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,10,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,24,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
1,1,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,1,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,0,Direct,Corporate,Transient,0
0,1,Direct,Corporate,Transient,0
0,0,Corporate,Corporate,Group,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,5,Offline TA/TO,TA/TO,Transient-Party,0
0,61,Offline TA/TO,TA/TO,Transient,0
0,7,Offline TA/TO,TA/TO,Transient,1
0,1,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,5,Offline TA/TO,TA/TO,Transient-Party,0
0,129,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,79,Online TA,TA/TO,Transient,1
0,79,Online TA,TA/TO,Transient,0
0,8,Online TA,TA/TO,Transient-Party,0
0,8,Online TA,TA/TO,Transient-Party,0
0,1,Online TA,TA/TO,Transient,0
0,88,Direct,Direct,Transient,0
0,103,Online TA,TA/TO,Transient,0
0,88,Offline TA/TO,TA/TO,Contract,0
0,0,Online TA,TA/TO,Transient,0
0,115,Offline TA/TO,TA/TO,Contract,0
0,130,Offline TA/TO,TA/TO,Contract,0
0,130,Offline TA/TO,TA/TO,Contract,0
0,9,Direct,Direct,Transient,1
0,9,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,0
1,155,Groups,Direct,Transient,0
0,9,Groups,Direct,Transient,1
0,101,Offline TA/TO,TA/TO,Contract,0
0,20,Offline TA/TO,TA/TO,Transient,1
0,48,Offline TA/TO,TA/TO,Contract,0
0,48,Offline TA/TO,TA/TO,Contract,0
0,159,Offline TA/TO,TA/TO,Contract,0
0,111,Offline TA/TO,TA/TO,Transient,0
0,3,Complementary,Direct,Transient,0
0,3,Complementary,Direct,Transient,0
0,153,Groups,Direct,Transient,0
0,153,Groups,Direct,Transient,1
0,155,Groups,Direct,Transient,0
0,154,Groups,Direct,Transient,0
0,2,Groups,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,155,Groups,Direct,Transient,1
0,153,Groups,Direct,Transient,0
0,155,Groups,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,153,Groups,Direct,Transient,0
0,4,Direct,Direct,Transient,1
0,4,Groups,Direct,Transient,1
0,88,Offline TA/TO,TA/TO,Contract,0
0,74,Offline TA/TO,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
1,33,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,17,Online TA,TA/TO,Transient,0
0,58,Direct,Direct,Transient,0
0,11,Offline TA/TO,TA/TO,Transient-Party,1
0,0,Online TA,TA/TO,Transient,1
0,1,Direct,Direct,Transient,1
0,0,Offline TA/TO,TA/TO,Group,0
0,3,Groups,Direct,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,1
0,74,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,4,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient-Party,0
0,10,Corporate,TA/TO,Transient,0
0,113,Direct,Direct,Transient,0
0,0,Corporate,Corporate,Transient-Party,1
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Transient,1
0,1,Offline TA/TO,TA/TO,Transient,1
0,0,Offline TA/TO,Direct,Transient,1
0,6,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,28,Offline TA/TO,TA/TO,Transient,0
0,9,Online TA,TA/TO,Transient,0
0,21,Online TA,TA/TO,Transient,0
0,1,Direct,Direct,Transient,0
0,53,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,121,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,3,Corporate,Corporate,Transient,0
0,27,Online TA,TA/TO,Transient,0
0,14,Online TA,TA/TO,Transient,0
0,5,Complementary,TA/TO,Transient,1
0,29,Offline TA/TO,TA/TO,Transient,0
0,17,Online TA,TA/TO,Transient,0
0,99,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,0
0,29,Online TA,TA/TO,Transient,1
0,11,Corporate,Corporate,Transient-Party,0
0,59,Online TA,TA/TO,Transient,1
0,15,Online TA,TA/TO,Transient,1
0,45,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,0
0,20,Direct,Direct,Transient,0
0,16,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,19,Online TA,TA/TO,Transient,1
0,13,Offline TA/TO,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,4,Online TA,TA/TO,Transient,0
0,34,Offline TA/TO,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,1,Offline TA/TO,TA/TO,Transient,0
0,269,Offline TA/TO,TA/TO,Transient,0
0,69,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,23,Direct,TA/TO,Transient,0
0,23,Corporate,Corporate,Transient,0
0,39,Offline TA/TO,TA/TO,Transient,0
0,4,Direct,Direct,Transient,0
0,94,Offline TA/TO,TA/TO,Transient,0
0,18,Offline TA/TO,TA/TO,Transient,1
0,170,Offline TA/TO,TA/TO,Contract,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,20,Offline TA/TO,TA/TO,Transient,0
0,20,Offline TA/TO,TA/TO,Transient,0
0,20,Offline TA/TO,TA/TO,Transient,0
0,305,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,22,Offline TA/TO,TA/TO,Transient,0
0,13,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,1
0,11,Offline TA/TO,TA/TO,Transient,0
0,31,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient,0
0,4,Online TA,TA/TO,Transient,0
1,289,Groups,TA/TO,Transient-Party,0
1,289,Groups,TA/TO,Transient-Party,0
1,289,Groups,TA/TO,Transient-Party,0
1,289,Groups,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,1
0,32,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,34,Offline TA/TO,TA/TO,Transient,0
0,6,Corporate,Corporate,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,31,Corporate,Corporate,Transient-Party,0
0,31,Corporate,Corporate,Transient-Party,0
0,65,Online TA,TA/TO,Transient,0
0,33,Corporate,Corporate,Transient-Party,0
0,21,Corporate,Corporate,Transient-Party,0
0,5,Online TA,TA/TO,Transient,1
0,109,Direct,Direct,Transient,1
0,109,Direct,Direct,Transient,0
0,26,Direct,Direct,Transient,0
0,26,Direct,Direct,Transient,0
0,39,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,1
0,36,Corporate,Corporate,Transient-Party,0
0,14,Corporate,Corporate,Transient-Party,1
0,89,Offline TA/TO,TA/TO,Contract,1
0,3,Direct,Direct,Transient,1
0,15,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,0
0,16,Online TA,TA/TO,Transient,0
0,29,Corporate,Corporate,Transient,0
0,28,Corporate,Corporate,Transient-Party,0
0,28,Corporate,Corporate,Transient-Party,0
0,30,Corporate,Corporate,Transient-Party,0
0,42,Direct,Direct,Transient,1
0,37,Corporate,Corporate,Transient-Party,0
0,37,Corporate,Corporate,Transient-Party,0
0,37,Corporate,Corporate,Transient-Party,0
0,27,Corporate,Corporate,Transient-Party,0
0,54,Online TA,TA/TO,Transient-Party,1
0,54,Online TA,TA/TO,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,1
0,37,Corporate,Corporate,Transient-Party,0
0,65,Online TA,TA/TO,Transient,0
0,65,Online TA,TA/TO,Transient,0
0,30,Corporate,Corporate,Transient-Party,0
0,25,Corporate,Corporate,Transient-Party,0
0,31,Corporate,Corporate,Transient-Party,1
0,31,Corporate,Corporate,Transient-Party,0
0,26,Corporate,Corporate,Group,0
0,26,Direct,Direct,Transient,0
0,37,Online TA,TA/TO,Transient,0
0,37,Online TA,TA/TO,Transient,1
0,31,Corporate,Corporate,Transient-Party,0
0,2,Direct,Direct,Transient,0
0,36,Corporate,Corporate,Transient-Party,0
0,31,Corporate,Corporate,Transient-Party,0
0,35,Corporate,Corporate,Transient-Party,0
0,31,Corporate,Corporate,Transient-Party,0
0,179,Online TA,TA/TO,Transient,0
0,163,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,35,Corporate,Corporate,Transient-Party,0
0,2,Online TA,TA/TO,Transient,0
0,8,Online TA,TA/TO,Transient,0
0,35,Corporate,Corporate,Transient-Party,0
0,37,Corporate,Corporate,Transient-Party,1
0,36,Corporate,Corporate,Transient-Party,0
0,35,Corporate,Corporate,Transient-Party,1
0,36,Corporate,Corporate,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,36,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,0
0,27,Online TA,TA/TO,Transient,1
0,41,Corporate,Corporate,Transient-Party,1
0,41,Corporate,Corporate,Transient-Party,0
0,31,Corporate,Corporate,Transient-Party,0
0,12,Online TA,TA/TO,Transient,1
0,54,Online TA,TA/TO,Transient-Party,1
0,163,Online TA,TA/TO,Transient,0
1,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,34,Corporate,Corporate,Transient-Party,0
0,19,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,37,Corporate,Corporate,Transient-Party,0
0,34,Corporate,Corporate,Transient-Party,0
0,25,Corporate,Corporate,Transient-Party,0
0,12,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,2,Direct,Direct,Transient,0
0,1,Direct,Direct,Group,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,24,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,0
0,36,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,0
0,0,Complementary,Direct,Transient,0
0,19,Complementary,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,1
1,2,Corporate,Corporate,Transient,0
0,24,Corporate,Corporate,Transient-Party,0
0,1,Direct,Direct,Transient,0
0,0,Corporate,Corporate,Transient,0
0,31,Corporate,Corporate,Transient-Party,0
0,24,Corporate,Corporate,Transient-Party,1
0,31,Corporate,Corporate,Transient-Party,1
0,31,Corporate,Corporate,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,1
0,0,Corporate,Corporate,Transient,1
0,6,Corporate,Corporate,Transient,1
0,0,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,12,Complementary,Direct,Transient,0
0,12,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,24,Corporate,Corporate,Transient-Party,1
0,10,Offline TA/TO,TA/TO,Transient,1
0,10,Offline TA/TO,TA/TO,Transient,0
0,31,Corporate,Corporate,Transient-Party,0
0,26,Corporate,Corporate,Group,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Online TA,TA/TO,Transient,0
1,105,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
1,234,Offline TA/TO,TA/TO,Transient,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
0,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,82,Groups,TA/TO,Transient-Party,0
1,215,Offline TA/TO,TA/TO,Contract,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,1
1,0,Direct,Corporate,Transient,0
0,6,Complementary,TA/TO,Transient,0
0,2,Complementary,TA/TO,Transient,0
0,4,Complementary,TA/TO,Transient,0
0,5,Complementary,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
